symbol,environmentalScore,socialScore,governanceScore,ESGScore,cumulative_return
FRGE,62.3,71.31,63.25,65.62,-0.4126016260162601
FRGT,59.44,63.93,64.99,62.79,-0.9771916666666668
FRHC,67.88,70.99,71.37,70.08,0.3562724474089278
FRLA,94.67,74.78,72.68,80.71,0.04031050228310517
FRME,65.11,67.48,74.81,69.13,0.41127574990964927
FRMEP,65.11,67.48,74.81,69.13,0.09750322858372797
FRO,61.93,75.56,77.28,71.59,0.06666666666666662
FROG,60.56,51.62,58.66,56.95,0.349622390048867
FRPH,62.72,71.42,70.6,68.25,0.1255555555555556
FRPT,90.88,72.19,63.68,75.58,1.4947009161128075
FRSH,77.97,61.0,70.49,69.82,-0.40664556962025317
FRST,59.33,70.62,64.72,64.89,0.5833333333333334
FRSX,71.26,66.28,67.5,68.35,-0.5943975903614458
FRT,51.4,52.29,57.22,53.64,0.2963596941686637
FSBC,74.66,84.83,82.59,80.69,0.6197183098591548
FSBW,28.8,40.78,61.13,43.57,0.5625854993160054
FSEA,78.57,75.6,70.12,74.76,0.3738738738738739
FSFG,47.0,75.29,70.22,64.17,0.6621803499327052
FSI,59.99,73.94,70.36,68.1,0.6559633027522934
FSK,70.61,81.42,74.07,75.37,0.07384171907756829
FSLR,78.91,66.97,63.36,69.75,0.33105218135158254
FSLY,52.87,57.23,60.27,56.79,-0.5089466576637407
FSM,97.26,73.3,71.13,80.56,0.6540983606557378
FSP,72.39,78.59,71.59,74.19,0.053571428571428624
FSS,63.39,64.97,71.76,66.71,0.5594393493684029
FSTR,67.59,52.9,69.8,63.43,0.06661400737230125
FSUN,59.48,64.04,65.36,62.96,0.3952299829642249
FSV,50.0,7.59,77.77,45.12,0.3368496079828937
FTAI,50.0,89.87,81.68,73.85,3.207961972667855
FTAIM,50.0,89.87,81.68,73.85,0.09320309320309317
FTAIN,50.0,89.87,81.68,73.85,0.13041575492341342
FTAIO,50.0,89.87,81.68,73.85,0.1339228435197226
FTAIP,50.0,89.87,81.68,73.85,0.09792027729636056
FTCI,73.18,69.57,75.2,72.65,-0.5793916349809886
FTDR,75.12,69.94,70.66,71.91,0.7405084186200066
FTEK,66.4,76.75,69.2,70.78,-0.009711538461538459
FTEL,56.21,53.99,60.74,56.98,14.681034482758623
FTFT,57.69,69.77,72.18,66.55,-0.677029702970297
FTHM,92.9,60.33,66.4,73.21,-0.15709969788519637
FTI,61.48,51.11,55.83,56.14,0.2501208313194779
FTII,50.0,74.36,68.65,64.34,0.02561756633119864
FTK,74.37,70.18,68.66,71.07,0.28938303341902305
FTLF,50.0,76.98,57.09,61.36,0.5694534361328547
FTNT,40.89,47.47,62.18,50.18,0.3977843171196122
FTS,46.5,54.2,59.1,53.27,0.14646849593495936
FTRE,66.44,70.1,62.08,66.21,-0.3191489361702128
FTV,57.1,54.32,63.67,58.36,0.08684950773558385
FUL,38.7,63.65,57.15,53.17,0.18356272294887035
FULC,59.03,65.56,61.18,61.92,0.0069832402234636624
FULT,50.0,50.0,94.37,64.79,0.4668820678513731
FULTP,50.0,50.0,94.37,64.79,0.38742876076872096
FUN,73.83,66.78,59.62,66.74,0.1302627860977677
FUNC,84.47,74.83,82.59,80.63,0.9103030303030303
FURY,55.34,66.72,67.02,63.03,0.3210798391728892
FUSB,86.65,67.0,69.97,74.54,0.4186335403726707
FUTU,60.03,63.27,61.8,61.7,0.6030292657881227
FVCB,76.69,76.21,82.18,78.36,0.20142226148409886
FUBO,64.73,67.38,63.68,65.26,-0.33264462809917356
FVRR,79.46,92.57,79.0,83.68,-0.07839866555462882
FWONA,79.36,67.68,70.59,72.54,0.2330241801921166
FWONK,79.36,67.68,70.59,72.54,0.16973684210526313
FWRD,61.69,70.88,67.3,66.62,-0.47743717931851076
FWRG,44.15,61.77,75.69,60.54,-0.04266895761741128
FXA,58.99,72.77,80.13,70.63,0.05898294277060434
FXB,34.35,76.56,80.91,63.94,0.07169101939673589
FXC,68.02,76.97,83.13,76.04,-0.006868516961031806
FXE,25.26,76.58,78.55,60.13,0.024872214271110277
FXF,44.95,72.87,78.03,65.28,0.030698234349919622
FXNC,64.25,73.75,74.1,70.7,0.07896034297963567
FXY,45.48,72.38,79.76,65.87,-0.0041115769106740176
FYBR,55.61,68.55,66.41,63.52,0.9094781682641107
G,68.21,72.29,72.08,70.86,0.09242982704848307
GABC,66.16,84.25,79.29,76.57,0.5193390912504695
GAIA,71.08,64.08,58.88,64.68,0.9962546816479402
GAIN,66.25,78.36,77.8,74.14,0.1386217948717949
GAINL,58.49,68.85,70.76,66.03,0.029521340247307466
GAINN,66.25,78.36,77.8,74.14,0.057253551442100654
GAINZ,66.25,78.36,77.8,74.14,0.08695652173913036
GALT,55.85,64.32,56.96,59.04,0.2829665071770336
GAMB,59.74,65.01,63.41,62.72,-0.25523952095808383
GAME,83.05,75.2,69.08,75.78,-0.435527950310559
GAN,60.05,66.77,67.86,64.89,0.6707339449541283
GANX,57.99,63.23,62.28,61.17,-0.08712903225806459
GAQ,65.26,80.44,75.36,73.69,0.04008989348365102
GASS,50.0,38.44,73.44,53.96,0.23832684824902736
GATE,50.0,76.18,69.11,65.1,0.06423777564717162
GATEU,50.0,76.18,69.11,65.1,0.06177606177606183
GATO,75.88,70.21,65.27,70.45,2.5209580838323356
GATX,62.86,47.41,62.88,57.72,0.2686044309789813
GAU,72.05,71.92,78.07,74.01,1.4661016949152545
GB,63.04,70.56,72.92,68.84,0.11041666666666672
GBBK,85.32,75.64,70.78,77.25,0.050152235965746986
GBBKR,85.32,75.64,70.78,77.25,-0.6845454545454546
GBCI,66.1,67.4,69.77,67.76,0.6089422756089423
GBDC,67.15,77.19,74.97,73.1,0.07038834951456314
GBIO,78.21,74.87,70.15,74.41,0.9219166666666666
GBLI,59.44,47.75,71.54,59.58,-0.03954802259887002
GBR,47.37,63.85,60.38,57.2,-0.09489051094890519
GBTG,61.28,74.93,72.12,69.44,0.4734463276836159
GBX,35.01,73.46,60.15,56.21,0.30347034211174
GCBC,55.99,67.86,61.78,61.88,0.3368794326241136
GCI,70.17,71.3,66.71,69.39,1.211693548387097
GCMG,69.94,71.5,75.32,72.25,0.46387832699619785
GCMGW,69.94,71.5,75.32,72.25,1.6796973518284992
GCO,62.03,69.19,75.59,68.94,0.052815669814620554
GCT,69.95,60.93,70.76,67.21,1.976905311778291
GCTK,71.93,65.19,67.33,68.15,0.9374999999999998
GD,53.62,54.77,63.02,57.14,0.3006303845345662
GDC,63.18,73.66,70.36,69.07,-0.3174907749077491
GDDY,50.0,71.84,73.78,65.21,1.179806545647277
GDEN,54.59,63.33,62.17,60.03,-0.06913134956417205
GDEV,62.89,64.01,62.77,63.22,0.31474103585657365
GDHG,65.72,83.15,57.89,68.92,-0.996366158113731
GDOT,56.97,59.3,60.81,59.03,-0.009189640768588237
GDRX,52.9,69.13,66.49,62.84,0.29924242424242425
GDS,65.17,65.37,65.96,65.5,1.158
GDST,50.0,75.42,67.46,64.29,0.04553903345724909
GDTC,53.37,61.47,63.33,59.39,-0.37016030329263555
GDYN,55.92,63.93,59.48,59.78,0.33529004329004314
GE,66.75,68.18,76.31,70.41,1.2546295427901524
GECC,88.57,77.97,77.46,81.33,0.06569343065693439
GECCM,88.38,78.93,75.56,80.96,0.0
GECCO,88.38,78.93,75.56,80.96,0.034095634095634104
GECCZ,88.57,77.97,77.46,81.33,0.030844155844155764
GEF,54.92,76.18,68.12,66.41,0.022357749135492034
GEG,58.5,68.48,68.7,65.23,-0.021164021164021066
GEGGL,58.5,68.48,68.7,65.23,0.09814831665150134
GEHC,72.97,74.38,72.78,73.38,0.387012987012987
GEL,51.95,67.03,67.62,62.2,0.15701754385964906
GEN,26.4,29.75,25.58,27.24,0.5828062104657848
GENC,63.54,66.83,63.29,64.55,0.4978662873399714
GENE,52.02,56.16,58.18,55.45,-0.7843137254901961
GENI,57.2,63.59,65.62,62.14,0.4930693069306931
GEO,57.42,63.1,69.13,63.22,0.8044524669073404
GENK,60.09,71.07,67.12,66.09,-0.15102239532619283
GEOS,57.55,61.96,57.7,59.07,-0.06810631229235868
GERN,53.53,59.67,59.65,57.62,1.2881355932203389
GES,79.5,67.5,66.76,71.25,-0.14054054054054058
GETY,51.11,64.57,65.02,60.23,-0.18144329896907208
GEVO,67.89,65.9,68.61,67.47,1.8365384615384617
GFAI,63.51,68.45,67.38,66.45,-0.6904603580562659
GFAIW,67.84,74.29,68.61,70.25,-0.375
GFF,69.87,63.3,69.42,67.53,0.7598140495867769
GFI,57.57,69.51,74.93,67.34,0.2547974413646056
GFL,71.35,83.01,68.3,74.22,0.3789543789543788
GFS,50.71,86.09,66.46,67.75,-0.2688518717535375
GGAL,67.29,66.32,62.2,65.27,3.1610968294772923
GGG,61.21,56.87,75.55,64.54,0.2140938648572238
GGB,63.69,74.11,73.9,70.57,-0.10084033613445376
GGR,85.57,79.48,62.49,75.85,-0.7772243346007605
GGROW,85.57,79.48,62.49,75.85,-0.7603406326034062
GH,65.73,64.95,64.2,64.96,-0.20507887649095802
GHC,68.96,67.15,62.4,66.17,0.3977555684415184
GHG,58.82,62.54,62.67,61.34,-0.31841860465116273
GHI,71.84,74.04,65.63,70.5,-0.1588345864661654
GHIX,50.0,73.8,73.05,65.62,0.01730769230769228
GHIXW,50.0,73.8,73.05,65.62,-0.3390909090909091
GWRE,59.84,63.93,62.21,61.99,1.1220388458515775
GWRS,66.11,67.64,61.6,65.12,0.3665966386554622
GWW,53.4,57.16,62.21,57.59,0.5965453950457434
GXAI,88.4,71.93,71.07,77.13,-0.7474747474747475
GYRE,67.36,70.74,70.17,69.42,1.3966666666666667
GXO,78.58,66.41,77.29,74.09,0.22650321074138938
H,60.73,58.88,67.09,62.23,0.4739603388525223
HAE,63.08,70.77,72.49,68.78,-0.14398783185840716
GYRO,70.14,67.37,69.73,69.08,0.16135881104033967
HAIA,66.94,70.19,68.55,68.56,0.04788213627992646
HAIAU,79.27,79.05,78.78,79.03,0.03679852805887768
HAIAW,79.27,79.05,78.78,79.03,-0.5748299319727891
HAIN,55.73,65.89,62.83,61.48,-0.19334565619223665
HAL,44.53,59.43,60.41,54.79,-0.34570041608876556
HALO,69.35,69.58,70.09,69.67,0.47849162011173196
HAS,71.77,73.57,68.55,71.3,0.2811727304839281
HASI,73.2,67.21,74.09,71.5,1.0156161272004542
HAYN,66.71,73.11,74.01,71.28,0.4170616113744074
HAYW,80.1,53.46,71.49,68.35,0.22998430141287282
HBANL,54.25,69.35,63.16,62.25,0.1971844660194175
HAFC,86.8,77.6,77.85,80.75,0.34256278171281407
HBANM,54.25,69.35,63.16,62.25,0.36292134831460676
HBAN,44.28,66.3,54.65,55.08,0.5259222333000998
HBANP,54.25,69.35,63.16,62.25,0.46090973702913995
HBB,61.85,76.54,68.08,68.82,1.591848739495798
HBCP,67.58,73.63,66.74,69.32,0.3620950650923403
HBI,67.94,71.0,69.23,69.39,0.688063063063063
HBIO,73.3,61.95,60.24,65.16,-0.44235294117647056
HBM,79.01,81.62,68.79,76.47,1.084257206208426
HBNC,58.29,71.79,64.52,64.87,0.5130183220829316
HBT,60.86,74.49,69.81,68.39,0.28077994428969355
HCA,61.15,56.65,63.28,60.36,0.6928088506453595
HCAT,58.34,60.47,57.55,58.79,0.04907975460122704
HCC,64.25,71.01,71.12,68.79,0.3277486910994764
HCI,69.26,63.47,57.02,63.25,1.059455711561796
HCKT,74.69,14.52,66.22,51.81,0.15309734513274323
HCM,71.85,76.43,74.04,74.11,0.17766203703703703
HCP,64.99,69.15,56.46,63.53,0.6148875059837242
HCSG,50.0,52.43,57.95,53.46,0.055937193326791
HCTI,61.7,75.32,72.65,69.89,-0.8902682926829268
HCVI,95.11,74.81,73.72,81.21,0.015444015444015458
HCVIU,95.11,74.81,73.72,81.21,0.019249278152069227
HCVIW,95.11,74.81,73.72,81.21,-0.15384615384615388
HCWB,59.69,69.89,55.96,61.85,-0.7055555555555556
HCXY,64.09,69.27,71.91,68.42,0.0717317487266554
HD,80.49,60.32,74.78,71.86,0.4430379746835444
HDB,55.41,65.81,61.67,60.96,0.06497816593886462
HDSN,73.66,77.47,63.47,71.53,-0.39440298507462684
HE,70.04,67.09,65.09,67.41,-0.19040000000000007
HEAR,48.09,75.67,71.11,64.96,1.0947752126366948
HEES,56.38,75.3,67.38,66.35,0.2235462345090563
HEI,77.32,75.37,77.2,76.63,0.6355775926386471
HELE,57.15,72.58,72.71,67.48,-0.3574723690533397
HEPA,61.37,69.65,75.41,68.81,-0.8219780219780219
HEPS,59.76,63.53,58.38,60.56,1.69672131147541
HES,64.35,69.17,69.39,67.63,-0.16901493256262054
HESM,61.89,62.4,73.76,66.02,0.15572171651495434
HFBL,66.64,65.82,65.36,65.94,0.015999999999999945
HFWA,62.39,72.9,64.48,66.59,0.3002283105022832
HG,60.44,61.37,68.42,63.41,0.27266666666666667
HFFG,50.0,67.13,85.84,67.66,-0.11111111111111115
HGBL,77.79,71.26,71.21,73.42,-0.451483870967742
HGTY,55.37,63.57,70.89,63.28,0.34734239802224975
HGV,72.19,62.55,66.66,67.13,0.04142091152815018
HHS,70.51,67.8,65.85,68.05,0.25429553264604804
HI,54.89,61.27,69.14,61.77,-0.2701717855283707
HIG,58.85,51.78,55.1,55.24,0.6877344075566052
HIHO,54.63,60.41,58.42,57.82,-0.029850746268656636
HIMS,59.54,61.84,61.94,61.11,2.5421487603305786
HII,53.4,52.16,56.13,53.9,0.18176478561424111
HIMX,71.46,68.83,76.74,72.34,0.09264448336252187
HIPO,52.9,53.16,55.95,54.0,1.5317258883248732
HITI,85.77,74.11,81.29,80.39,0.6803797468354429
HIVE,65.9,70.47,62.94,66.44,0.19350340136054428
HIW,82.48,72.9,72.43,75.94,0.9299090422685927
HKD,56.0,70.92,72.53,66.48,-0.33568807339449547
HL,57.92,76.01,68.67,67.53,0.6584507042253522
HKIT,61.75,69.6,67.7,66.35,-0.1976744186046512
HLF,51.36,57.01,57.09,55.15,-0.5097833682739343
HLI,50.0,78.59,72.94,67.18,0.6871535544101917
HLIO,48.64,57.46,68.32,58.14,-0.0555878365291498
HLIT,2.32,59.25,60.72,40.76,0.3229643183897531
HLLY,41.27,63.31,56.9,53.83,-0.3295454545454546
HLMN,62.16,67.77,66.09,65.34,0.5386056338028169
HLN,60.51,68.94,67.34,65.6,0.22445255474452538
HLNE,70.0,78.94,73.15,74.03,1.2137610186092065
HLP,59.73,62.23,62.93,61.63,-0.35000000000000003
HLT,68.56,62.85,74.11,68.51,0.5911782316545804
HLVX,61.14,65.75,76.43,67.77,-0.8225831325301205
HLX,90.24,69.04,87.41,82.23,-0.03766478342749516
HMC,59.55,92.65,81.2,77.8,-0.04899877149877154
HMN,59.23,63.26,65.43,62.64,0.17162761241291963
HMST,94.97,85.16,80.22,86.78,1.6695957820738137
HMY,55.92,58.83,57.68,57.48,1.4092783505154642
HNI,75.49,77.9,87.66,80.35,0.5905916473317867
HNNA,65.92,68.81,77.66,70.8,0.519585798816568
HNNAZ,65.92,68.81,77.66,70.8,0.042145593869731886
HNRG,62.46,67.27,69.63,66.45,-0.3370073480293921
HNST,74.66,69.16,67.96,70.59,2.1300813008130084
HNVR,65.59,69.35,68.65,67.86,0.0483516483516483
HOFT,51.28,53.69,77.75,60.91,-0.02367531003382177
HOFV,73.54,78.27,68.47,73.43,-0.3043726235741445
HOFVW,73.54,78.27,68.47,73.43,-0.5800000000000001
HOG,50.32,60.36,69.88,60.19,0.22289358845250087
HOLO,65.97,62.77,69.86,66.2,-0.9590034965034965
HOLOW,65.97,62.77,69.86,66.2,-0.10439560439560452
HOLX,47.97,52.75,61.46,54.06,0.19161014450014754
HOMB,65.99,68.36,80.62,71.66,0.30150998538723806
HON,56.56,53.43,69.03,59.67,0.20935974104350685
HONE,55.93,67.37,78.11,67.14,0.3993743482794578
HOOD,59.64,57.01,56.1,57.58,1.9988851727982162
HOOK,65.75,72.03,67.93,68.57,-0.14020618556701026
HOPE,82.12,71.66,65.18,72.99,0.49384098544232924
HOTH,49.35,67.58,72.46,63.13,-0.33388059701492545
HOUR,50.0,70.05,69.47,63.17,-0.013513513513513526
HOUS,58.47,64.89,65.61,62.99,0.0573770491803279
HOV,61.58,65.04,70.74,65.79,1.8598023772017758
HOVNP,61.58,65.04,70.74,65.79,0.026132404181184836
HOVR,74.74,76.98,65.9,72.54,-0.9676748582230623
HOVRW,74.74,76.98,65.9,72.54,-0.7752808988764044
HOWL,58.05,64.71,60.97,61.24,0.019353233830845962
HP,54.22,55.95,68.85,59.68,-0.1884109073812882
HPE,82.35,77.9,68.72,76.32,0.25582822085889556
HPK,57.82,69.89,63.84,63.85,-0.22398783185840698
HPKEW,57.82,69.89,63.84,63.85,-0.5652173913043478
HPP,50.09,57.23,63.67,57.0,-0.07045009784735817
HPQ,85.0,71.37,64.72,73.7,0.4122873345935727
HQI,53.85,67.6,66.28,62.58,-0.0790667530784186
HQY,68.36,70.63,68.71,69.23,0.15263365296203868
HR,76.55,68.6,68.52,71.22,0.24501032346868554
HRB,26.0,57.25,64.24,49.16,0.41011753860336486
HRI,64.85,63.34,73.78,67.32,0.5735280525002312
HRL,56.2,73.37,72.41,67.33,0.003155248271527357
HRMY,65.77,69.01,70.55,68.44,0.6360863444392306
HROW,79.2,65.04,64.87,69.7,3.068648266100495
HROWL,79.2,65.04,64.87,69.7,0.06666666666666675
HRTG,53.97,64.3,65.25,61.17,0.9981024667931689
HRTX,63.05,67.15,58.37,62.86,1.8479522987603954
HRYU,66.48,67.34,62.05,65.29,-0.9526265060240964
HRZN,69.42,71.59,74.34,71.78,-0.11139896373057002
HSAI,61.67,61.45,65.35,62.82,-0.5283123689727462
HSBC,65.2,64.6,62.7,64.17,0.1420352850933265
HSCS,73.07,73.46,70.17,72.23,-0.9139473684210525
HSCSW,73.07,73.46,70.17,72.23,1.467213114754098
HSDT,59.67,57.61,56.58,57.95,-0.9316042780748663
HSIC,55.47,62.28,59.62,59.12,0.047854545454545545
HSII,71.41,68.32,74.29,71.34,0.5454545454545453
HSON,45.82,69.77,56.48,57.36,-0.15021929824561397
HSPO,77.59,67.52,70.52,71.88,0.05960264900662242
HST,62.27,61.01,71.97,65.08,0.12984126984126995
HSTM,96.09,68.11,70.81,78.34,0.28648164726947173
HSY,71.02,63.71,72.04,68.92,-0.0327539409124126
HTBI,64.14,71.5,57.45,64.36,0.6635922330097088
HTBK,87.54,96.5,90.77,91.6,0.1809523809523809
HTCR,32.75,74.88,70.97,59.53,0.32222222222222213
HTFB,69.42,71.59,74.34,71.78,0.03442413939651503
HTFC,69.42,71.59,74.34,71.78,-0.004545454545454522
HTGC,64.09,69.27,71.91,68.42,0.2728706624605679
HTH,66.08,69.44,77.18,70.9,0.1582914572864323
HTHT,62.69,67.56,74.56,68.27,0.10364963503649627
HTIA,62.92,68.26,71.37,67.52,0.11446196024674446
HTIBP,62.92,68.26,71.37,67.52,-0.06024096385542179
HTLD,57.55,55.81,55.97,56.44,-0.1980874316939891
HTLF,60.4,69.87,68.53,66.27,1.01765105227427
HTOO,64.22,63.07,63.02,63.44,-0.08588235294117642
HTOOW,64.22,63.07,63.02,63.44,-0.40499999999999997
HTZ,54.29,70.19,70.49,64.99,-0.697069943289225
HTZWW,54.29,70.19,70.49,64.99,-0.6145833333333334
HTLFP,60.4,69.87,68.53,66.27,0.07234042553191486
HUBB,57.17,63.63,70.29,63.7,0.6040350877192981
HUBC,56.4,60.8,68.84,62.01,-0.9105438596491228
HUBG,47.66,81.46,70.79,66.64,0.15199161425576532
HUBS,58.87,57.14,54.62,56.88,0.20656205741519243
HUDI,60.04,60.39,61.56,60.66,-0.2695924764890282
HUIZ,62.02,57.73,62.2,60.65,-0.25327102803738316
HUM,69.86,63.38,67.33,66.86,-0.499349556167738
HUMA,74.49,75.49,69.56,73.18,1.2371794871794874
HUMAW,74.49,75.49,69.56,73.18,3.0425531914893615
HUN,55.94,72.45,70.31,66.23,0.019172770357604493
HURC,64.38,70.57,71.83,68.93,0.0033444816053511844
HURN,72.76,80.27,77.9,76.98,0.06243213897937028
HUSA,76.47,87.57,61.36,75.13,-0.48200000000000004
HUYA,59.72,64.07,64.82,62.87,0.1802721088435375
HVT,43.34,38.93,55.65,45.97,-0.08435032304379031
HWC,71.06,73.04,71.76,71.95,0.5151122625215888
HWBK,51.08,67.03,69.29,62.47,0.5684754521963825
HWCPZ,71.06,73.04,71.76,71.95,0.12293986636971053
HWH,67.44,73.79,76.8,72.68,-0.9268571428571428
HWKN,51.94,75.74,73.73,67.14,1.260427807486631
HWM,35.9,49.46,68.79,51.38,1.4104323953328757
HXL,63.96,69.07,61.9,64.98,-0.03400338878619844
HYAC,99.72,72.74,67.53,80.0,0.047105004906771386
HY,75.71,67.29,69.33,70.78,0.6475147637795275
HYFM,74.28,67.98,71.98,71.41,-0.34158415841584155
HYLN,69.72,65.78,65.25,66.92,3.046242774566474
HYMC,54.86,71.45,61.35,62.55,-0.14189189189189186
HYMCL,54.86,71.45,61.35,62.55,0.15662650602409642
HYMCW,54.86,71.45,61.35,62.55,-0.2105263157894737
HYPR,74.01,67.42,72.48,71.3,-0.4623655913978495
HYZN,63.46,59.95,61.87,61.76,-0.9566142067205444
HYZNW,63.46,59.95,61.87,61.76,-0.7727272727272727
HZO,83.4,94.29,98.39,92.03,0.05204835460040286
IAC,52.89,55.95,67.86,58.9,0.1765158172231985
IAG,57.23,67.0,59.89,61.37,1.4183682008368197
IART,69.41,63.87,68.89,67.39,-0.47874868004223864
IAS,65.36,68.58,70.54,68.16,-0.09171597633136101
IAU,99.58,78.21,74.31,84.03,0.3734278833288736
IAUX,75.25,80.65,77.92,77.94,-0.2701863354037267
IBCP,78.69,69.89,69.81,72.8,0.8601626016260163
IBEX,67.23,63.61,65.23,65.36,0.16770963704630787
IBIO,59.69,70.45,62.52,64.22,-0.5617647058823529
IBKR,22.89,96.72,76.15,65.25,0.8339285714285712
IBM,59.53,62.33,58.53,60.13,0.6828852981667995
IBN,58.1,64.95,61.26,61.44,0.32409924005364327
IBOC,49.61,68.85,66.51,61.66,0.5026925778506206
IBP,66.26,68.58,77.84,70.89,1.2938144329896908
IBRX,60.81,66.76,65.82,64.46,1.7808764940239048
IBTX,63.96,71.46,69.02,68.15,0.6349973161567366
ICAD,50.0,50.0,80.4,60.13,0.16463414634146342
ICCC,59.71,59.16,62.0,60.29,-0.27617148554336984
ICCH,40.52,98.41,51.29,63.41,0.4509375
ICCM,50.24,99.88,78.08,76.07,-0.4068131868131869
ICCT,64.77,65.61,70.13,66.84,-0.8301886792452831
ICE,67.5,61.3,56.4,61.73,0.5177968422013326
ICFI,80.43,73.5,71.5,75.14,0.35259867135599837
ICG,85.06,79.56,73.49,79.37,-0.46005128205128204
ICHR,76.45,77.23,59.06,70.91,0.07607062359128469
ICL,59.72,66.93,60.11,62.25,-0.2029411764705881
ICLK,62.66,64.05,63.41,63.37,0.6318407960199006
ICLR,57.95,77.5,66.63,67.36,0.319729549988916
ICMB,56.74,68.84,70.72,65.43,-0.0971428571428571
ICON,90.1,62.46,72.91,75.16,-0.412972972972973
ICU,68.8,65.65,67.45,67.3,-0.8628571428571429
ICUCW,68.8,65.65,67.45,67.3,-0.43367346938775503
ICUI,51.78,71.59,65.35,62.91,0.6825287356321839
IDA,66.89,51.02,66.05,61.32,0.09825922818791952
IDAI,73.46,64.96,63.53,67.32,-0.843851851851852
IDCC,72.15,68.05,75.44,71.88,0.9861555213937996
IDN,50.0,97.56,68.23,71.93,0.15789473684210542
IDR,66.29,75.33,68.35,69.99,2.3647058823529417
IDT,60.49,62.65,62.92,62.02,0.5845687331536389
IDXX,57.75,55.58,65.88,59.74,0.07751127607592559
IDYA,65.4,68.66,67.61,67.22,0.18974161203239498
IE,72.18,82.44,64.11,72.91,-0.06324472960586613
IEP,61.68,55.99,66.46,61.38,-0.11930835734870328
IESC,66.92,66.47,82.31,71.9,2.664186347460369
IEX,63.46,54.08,71.24,62.93,0.07125511247443762
IFBD,54.94,61.06,59.33,58.44,-0.8926339285714286
IFF,67.59,66.8,68.46,67.61,0.5661897590361445
IFRX,45.62,71.01,75.53,64.05,-0.25485576923076925
IFS,74.24,64.86,76.02,71.71,0.3657868525896416
IGC,61.21,72.75,54.79,62.92,0.25692068429237946
IGIC,84.04,34.73,77.31,65.36,0.7190026714158504
IGMS,59.63,63.24,58.75,60.54,2.5189309576837418
IGT,62.5,67.34,76.91,68.92,-0.31672775741419534
IGTAR,87.04,84.03,74.18,81.75,-0.18796484110885736
IGTAW,87.04,84.03,74.18,81.75,-0.1755555555555555
IGTA,87.04,84.03,74.18,81.75,0.07048872180451128
IH,60.43,64.0,64.35,62.93,-0.27272727272727276
IHG,76.54,80.88,78.52,78.65,0.5329655543595266
IHRT,59.13,71.69,62.87,64.56,-0.2228915662650603
IHS,57.58,67.59,62.76,62.64,-0.39603960396039606
IHT,90.6,69.36,66.09,75.35,0.5044961240310077
IVR,76.14,68.42,70.72,71.76,0.1742323097463284
IVP,67.65,69.05,61.06,65.92,-0.9975252631578947
IVVD,68.15,72.95,71.95,71.02,-0.35443037974683544
IVZ,46.5,54.66,63.25,54.8,0.45585937500000007
IVT,82.67,65.87,73.98,74.17,0.1978054662379422
IX,67.93,66.02,65.84,66.6,0.22588946072946967
IXAQ,74.23,81.68,77.02,77.64,0.050182481751824715
IXHL,58.15,62.33,62.87,61.12,1.2231909328683523
IZEA,68.72,65.32,70.43,68.16,0.1717777777777777
J,61.7,58.54,69.41,63.22,0.2841298467087465
JACK,46.37,50.61,65.71,54.23,-0.29235777398852897
JAGX,68.9,72.68,74.06,71.88,-0.9427083333333333
JAMF,61.54,56.72,52.21,56.82,0.0402769037130271
JAKK,97.54,99.32,69.4,88.75,0.5136152954808805
JAZZ,61.98,47.52,65.75,58.42,-0.13553737786866618
JANX,62.53,61.71,57.12,60.45,6.212078651685394
JBGS,61.09,65.97,70.28,65.78,0.3374188896899785
JBHT,57.85,52.16,61.35,57.12,-0.017476651194004808
JBI,60.58,64.3,66.77,63.88,0.09556494192185842
JBL,33.68,46.9,57.56,46.05,-0.037056928034371626
JBLU,65.76,62.48,53.12,60.45,0.8036322360953462
JBT,41.89,42.72,70.16,51.59,-0.002165810416036962
JCI,72.72,78.5,71.39,74.2,0.5745934959349592
JCSE,61.26,59.38,61.93,60.86,0.07681818181818177
JD,46.77,47.93,58.18,50.96,0.5889509373753491
JEF,44.29,57.16,55.96,52.47,1.08271144278607
JELD,67.0,67.04,73.41,69.15,0.3741258741258742
JFBR,55.38,63.37,66.59,61.78,-0.9122568093385215
JFBRW,92.41,78.19,73.3,81.3,0.10724637681159405
JBSS,46.95,72.88,65.96,61.93,-0.024222850222042708
JFIN,69.07,77.54,78.84,75.15,0.44236947791164644
JFU,60.9,64.14,62.47,62.5,-0.34519572953736655
JG,66.54,81.81,63.33,70.56,1.5291666666666668
JHG,54.42,74.95,73.75,67.71,0.7430880476393021
JHX,60.51,64.91,63.97,63.13,0.43390234219928525
JILL,71.57,66.07,70.91,69.52,-0.1333860977288368
JJSF,53.03,86.95,78.27,72.75,0.09341908659780417
JKHY,46.08,48.91,62.35,52.45,0.27638898427305797
JKS,63.92,62.45,64.55,63.64,-0.304820890525611
JLL,57.74,69.89,76.68,68.1,1.0321761219305674
JMIA,61.84,59.83,58.13,59.93,1.0936170212765957
JMSB,83.33,77.42,79.49,80.08,0.21031518624641846
JNJ,83.16,66.95,71.1,73.74,0.08061909138655461
JNPR,75.61,62.59,66.61,68.27,0.5584363781412046
JNVR,64.33,70.54,71.87,68.91,-0.3834341554211261
JOB,67.13,62.18,69.44,66.25,-0.5438254080908446
JOBY,82.48,73.74,63.42,73.21,-0.10799999999999997
JOE,61.08,65.64,62.34,63.02,0.19935496875629916
