symbol,environmentalScore,socialScore,governanceScore,ESGScore,cumulative_return
MX,48.0,64.92,39.75,50.89,-0.37065637065637064
MXC,63.28,71.39,73.35,69.34,0.009780130293159672
MXCT,67.63,74.14,70.68,70.82,0.21061093247588433
NRDS,62.33,67.21,56.7,62.08,0.6776406035665296
NRDY,57.27,67.77,68.99,64.68,-0.6869300911854103
NREF,65.07,76.89,69.54,70.5,0.03695359784801615
NRG,56.43,72.43,75.91,68.26,1.1035328753680078
NRGV,74.31,66.99,64.92,68.74,-0.2927981651376147
NRIM,88.93,81.66,74.76,81.78,0.7971662938105892
NRIX,55.03,62.51,62.02,59.85,4.336831059811123
NRP,70.85,66.95,67.39,68.4,0.30911412824304346
NRSN,90.1,54.6,67.95,70.88,1.0177711958533877
NRUC,58.45,73.89,62.53,64.96,0.15770114942528735
NRXP,74.7,68.52,70.61,71.28,-0.5578947368421052
NRXPW,74.7,68.52,70.61,71.28,-0.36594202898550726
NRT,68.59,65.71,72.27,68.86,-0.5579462738301559
NSA,69.88,72.36,71.69,71.31,0.4648922273024166
NSC,59.9,64.2,68.71,64.27,0.25983307511619774
NSIT,84.76,68.39,66.47,73.21,0.5362970132743364
NSP,65.27,62.83,66.65,64.92,-0.12187812187812178
NSPR,40.36,74.71,47.87,54.31,-0.2647058823529412
NSSC,61.16,64.51,61.02,62.23,1.0170118343195265
NSTS,68.51,69.7,68.5,68.9,0.2391552511415526
NSYS,37.99,69.99,68.77,58.92,0.5264708441582655
NTAP,70.65,57.91,63.55,64.04,0.6711087420042643
NTB,82.52,77.96,83.05,81.18,0.4371989625787329
NTBL,61.88,71.55,73.85,69.09,-0.8956645569620254
NTCT,58.86,72.4,69.59,66.95,-0.051996489688459796
NTES,61.69,57.66,64.28,61.21,-0.19420924574209245
NTGR,19.27,44.11,63.67,42.35,0.9570277529095792
NTLA,60.02,62.37,58.07,60.15,-0.21845018450184506
NTIC,56.89,75.76,70.11,67.59,0.029529130087789388
NTNX,67.56,62.47,67.57,65.87,0.7413652434049496
NTR,56.67,53.64,63.18,57.83,-0.21168063085263675
NTRA,45.77,60.0,62.31,56.03,1.9603789524499158
NTRB,68.31,65.09,65.25,66.22,2.0781492331552642
NTRBW,68.31,65.09,65.25,66.22,2.694803244217483
NTRP,59.24,61.83,62.4,61.16,-0.5972495088408645
NTIP,71.34,68.79,68.34,69.49,-0.3720930232558139
NTRS,72.91,79.63,78.98,77.17,0.46793893129771
NTRSO,72.71,76.44,71.92,73.69,0.30764480874316935
NTST,63.48,77.58,60.0,67.02,0.20057929036929745
NTWK,63.18,67.93,67.81,66.31,0.6184974093264248
NTZ,60.19,63.06,61.37,61.54,-0.4
NU,61.11,64.47,62.24,62.61,0.7405832320777641
NUE,65.37,62.59,55.6,61.19,0.09634782608695648
NUKK,54.8,69.01,71.29,65.03,-0.9688727272727272
NUKKW,57.65,60.3,54.27,57.41,-0.9430979978925185
NURO,57.4,53.95,63.24,58.2,-0.09921875
NUS,66.57,66.94,72.98,68.83,-0.6788247213779128
NUTX,57.31,63.6,61.51,60.81,-0.27634873811864963
NUVB,64.05,62.34,61.55,62.65,1.0165289256198347
NUVL,64.76,63.94,64.32,64.34,1.006466784244562
NUWE,68.51,56.3,64.41,63.07,-0.9596244897959183
NUZE,52.02,54.4,53.08,53.17,-0.27447552447552437
NVAC,50.0,81.62,68.15,66.59,0.08133086876155259
NVACR,50.0,81.62,68.15,66.59,-0.5131698455949137
NVACW,50.0,81.62,68.15,66.59,0.9565217391304348
NVAX,60.22,68.05,64.77,64.35,0.6963993453355155
NVCR,90.32,79.08,76.54,81.98,0.1781376518218624
NVCT,50.75,57.5,60.66,56.3,-0.20837927232635067
NVDA,68.86,66.53,69.77,68.39,2.2774346793349167
NVEC,3.42,67.31,73.48,48.07,0.1901895453872354
NVEE,75.32,79.14,72.41,75.62,-0.10854635635253729
NVEI,87.34,75.61,74.06,79.0,1.1698966408268736
NVFY,51.15,59.46,66.01,58.87,-0.43829787234042555
NVGS,59.96,70.19,77.01,69.05,0.16784702549575067
NVMI,58.76,64.71,67.76,63.74,0.8824607863108574
NVNO,43.3,32.66,57.91,44.62,-0.39598540145985406
NVO,51.37,64.15,59.93,58.48,0.20448494777800533
NVOS,65.04,75.11,58.74,66.3,-0.9114193548387097
NVR,42.93,53.94,62.62,53.16,0.7697333537040199
NVRI,56.39,65.82,67.65,63.29,0.619631901840491
NVRO,56.93,65.42,62.08,61.48,-0.691747572815534
NVS,63.82,67.18,69.45,66.82,0.23203719357565505
NVST,77.87,68.6,65.6,70.69,-0.23836503439902876
NVT,78.22,87.19,81.81,82.41,0.5639269406392693
NVTS,66.3,66.72,70.85,67.96,-0.5576480836236934
NVVE,65.57,74.33,64.16,68.02,-0.924422554347826
NVVEW,65.57,74.33,64.16,68.02,0.22146579804560246
NVX,77.91,78.97,64.5,73.79,0.20481927710843378
NWBI,54.49,81.14,78.6,71.41,0.3556547619047618
NWE,66.15,63.44,65.55,65.05,0.20198604060913708
NWFL,53.52,66.58,71.21,63.77,0.0856280648811769
NWG,63.68,76.6,65.66,68.65,0.7390109890109888
NWL,54.18,64.42,66.37,61.66,0.10312944523470834
NWN,71.74,73.81,74.88,73.48,0.01927891837756643
NWPX,64.36,49.69,86.55,66.87,0.6843079200592154
NWS,61.12,64.99,65.34,63.82,0.2486583184257604
NWSA,49.14,45.4,46.2,46.91,0.22247918593894536
NWTN,65.3,62.63,64.49,64.14,-0.9371457489878542
NX,50.0,84.9,73.93,69.61,0.13349424433717041
NXE,87.53,76.55,68.84,77.64,0.4271929824561403
NXDT,62.28,66.86,66.9,65.35,-0.26931421446384035
NXGL,70.35,63.52,72.74,68.87,0.6525234479678429
NXGLW,73.15,80.62,94.46,82.74,0.6483516483516483
NXL,62.69,69.63,70.14,67.49,2.7915407854984893
NXPL,66.81,71.09,70.16,69.35,-0.3064912280701754
NXPLW,66.81,71.09,70.16,69.35,-0.5315562524500196
NXRT,79.94,75.29,81.52,78.92,0.47488433575677463
NXST,56.56,72.31,71.58,66.82,0.21440571188576224
NXPI,52.58,76.96,71.15,66.9,0.24942797850263396
NXT,89.78,87.73,78.63,85.38,-0.03509280742459379
NXTC,60.95,63.95,65.16,63.35,0.08717557251908385
NXU,74.31,66.99,64.92,68.74,-0.9623181818181817
NYAX,70.1,69.72,46.91,62.24,0.3804460580912861
NYC,54.2,66.23,68.72,63.05,0.0027322404371585085
NYCB,42.24,63.32,57.27,54.28,-0.6120662209487425
NYMT,85.89,90.33,76.26,84.16,-0.2858048162230672
NYMTL,85.89,90.33,76.26,84.16,0.19800664451827246
NYMTM,85.89,90.33,76.26,84.16,0.13176144244105417
NYMTN,85.89,90.33,76.26,84.16,0.21979782270606543
NYMTZ,85.89,90.33,76.26,84.16,0.24879518072289147
NYT,65.8,70.38,72.16,69.45,0.33365617433414047
NYXH,55.52,61.45,59.68,58.88,0.5192926045016076
O,40.03,58.55,53.12,50.57,0.29815864022662886
OABI,52.13,72.11,64.89,63.04,-0.16938775510204082
OABIW,52.13,72.11,64.89,63.04,-0.6683673469387755
OAKU,77.62,76.32,72.0,75.31,0.0679425837320575
OB,70.67,63.78,59.84,64.76,-0.0192307692307692
OBDC,81.72,77.57,72.02,77.1,0.12629464285714287
OBDE,78.81,74.77,71.16,74.91,-0.038183015141540495
OBE,50.0,50.0,50.0,50.0,-0.3368055555555555
OBLG,53.27,52.16,60.52,55.32,-0.4578447121820616
OBIO,85.37,74.05,72.43,77.28,0.04901960784313726
OBT,63.6,80.38,75.58,73.19,0.39714424007744425
OC,70.35,66.37,73.37,70.03,0.5395261743873646
OCC,64.06,67.61,68.97,66.88,0.003937007874015664
OCEA,50.0,70.93,73.64,64.86,-0.4897959183673469
OCFC,68.72,68.59,70.83,69.38,0.3958031837916063
OCFCP,68.72,68.59,70.83,69.38,0.07361702127659576
OCFT,61.31,63.02,66.01,63.45,-0.18006430868167206
OCG,63.32,63.65,63.3,63.42,-0.03746478873239431
OCGN,52.89,70.52,61.63,61.68,1.351556754106399
OCS,66.84,70.96,69.94,69.25,0.40800000000000003
OCSL,75.35,74.87,78.19,76.14,-0.1339425587467362
OCTO,66.05,74.85,64.68,68.53,-0.052968750000000064
OCUL,64.94,75.5,73.04,71.16,3.9157667386609076
OCUP,64.16,72.43,68.68,68.42,-0.5637583892617449
OCX,58.84,67.79,72.63,66.42,0.11392963493989186
ODC,58.08,59.68,62.26,60.01,0.22595393001582562
ODD,99.5,73.77,73.33,82.2,0.4996315401621224
ODFL,23.13,17.44,32.13,24.23,0.012006255359935549
ODP,29.45,26.02,48.0,34.49,-0.28866561300519306
ODV,59.03,66.96,73.04,66.34,-0.23909090909090913
OEC,69.7,70.18,63.46,67.78,-0.1437810945273632
OESX,64.35,66.1,68.07,66.17,-0.13471153846153847
OFG,52.23,68.35,83.13,67.9,0.38271812080536904
OFIX,59.78,68.33,65.7,64.6,0.3761863675582398
OFLX,79.83,70.64,64.6,71.69,-0.32880543347982427
OFS,81.11,71.65,75.8,76.19,-0.21837142857142852
OFSSH,81.11,71.65,75.8,76.19,0.05476190476190469
OGE,52.13,68.13,72.0,64.09,0.2069321533923304
OGEN,62.33,61.81,65.07,63.07,-0.9026548672566371
OGI,68.57,67.25,63.6,66.47,0.5758928571428569
OGN,60.55,62.88,68.94,64.12,0.09045848822800501
OGS,88.4,83.87,79.02,83.76,0.1180357411022676
OHI,54.47,50.11,61.17,55.25,0.23810948250074787
OI,57.66,55.27,69.52,60.82,-0.1484730344379467
OII,76.14,69.25,69.36,71.58,-0.054212168486739494
OIS,73.46,78.47,90.74,80.89,-0.427741935483871
OKE,57.0,73.31,75.73,68.68,0.3930067909261668
OKTA,57.16,56.78,55.44,56.46,-0.1274865434121226
OKYO,56.13,65.44,62.62,61.4,-0.39643750000000005
OLB,72.92,63.62,65.51,67.35,-0.61082910321489
OLED,66.04,71.8,69.29,69.04,0.28845182472534414
OLLI,39.27,69.99,64.95,58.07,0.30722559293987867
OLMA,59.56,63.9,61.36,61.61,0.16809116809116822
OLN,80.41,79.11,75.84,78.45,-0.00045358202628232013
OLO,70.53,60.9,65.03,65.49,-0.12959719789842386
OLP,89.91,67.23,76.24,77.79,0.5070346320346321
OLPX,50.0,89.84,78.24,72.69,0.3025477707006368
OM,45.91,70.43,63.21,59.85,-0.8517857142857143
OMAB,59.45,64.55,66.92,63.64,0.026679406144348047
OMC,56.05,51.91,64.28,57.41,0.40070061977903526
OMCL,88.06,72.94,61.29,74.1,0.03520599250936339
OMER,70.35,72.07,72.85,71.76,2.238095238095238
OMEX,65.96,67.52,70.38,67.95,-0.8475260416666667
OMF,53.64,52.99,55.78,54.14,0.25419440745672445
OMGA,56.84,62.36,63.45,60.88,-0.2763157894736842
OMH,60.95,64.75,64.14,63.28,-0.8581818181818182
OMI,50.0,52.16,27.91,43.36,-0.02258292166549049
OMIC,55.43,61.73,58.63,58.6,0.451310861423221
ON,67.89,59.56,75.51,67.66,-0.20020687277324445
ONB,69.44,66.27,66.12,67.28,0.3495145631067962
ONBPO,69.44,66.27,66.12,67.28,0.13354037267080754
ONBPP,69.44,66.27,66.12,67.28,0.10748476936466488
ONCO,68.48,64.43,66.56,66.49,-0.6656231186032511
ONCT,59.08,69.62,67.36,65.35,-0.7710322580645161
ONCY,75.49,55.39,64.22,65.03,-0.2098765432098766
ONDS,71.13,70.41,73.07,71.54,1.2768026565464896
ONEW,45.84,65.31,72.3,61.15,-0.046589018302828515
ONFO,67.04,70.97,66.76,68.26,0.5740740740740741
ONFOW,67.04,70.97,66.76,68.26,3.9306930693069306
ONL,76.96,67.68,72.28,72.31,-0.13446502057613172
ONON,51.12,70.17,75.38,65.56,0.9036406806489908
ONTF,88.59,45.35,59.35,64.43,0.018174603174603253
ONTO,52.46,49.04,62.17,54.56,0.7588084825480651
ONVO,52.53,63.69,59.69,58.64,-0.6014754098360656
ONYX,79.5,75.71,74.8,76.67,0.04511970534069984
ONYXW,79.5,75.71,74.8,76.67,-0.7857142857142857
OOMA,50.0,67.78,87.7,68.49,0.02766135792120705
OP,50.94,78.46,74.77,68.06,-0.3334387351778656
OPAD,72.79,74.96,64.48,70.74,-0.6481927710843374
OPAL,67.41,67.04,73.69,69.38,-0.399390243902439
OPBK,63.39,66.54,69.04,66.32,0.4994318181818181
OPCH,91.98,77.93,74.03,81.31,-0.03620167027528603
OPEN,77.15,69.23,70.27,72.22,-0.17472727272727276
OPFI,50.0,72.71,68.78,63.83,1.2711111111111113
OPHC,50.0,67.39,69.78,62.39,0.42990654205607476
OPI,54.31,70.48,70.41,65.07,-0.5555555555555556
OPK,64.32,68.13,70.23,67.56,0.14062499999999994
OPINL,54.31,70.48,70.41,65.07,0.19578775510204086
OPOF,62.5,68.7,66.27,65.82,0.14285714285714277
OPRA,59.72,64.55,60.46,61.58,0.4087992667277726
OPRX,50.0,90.84,66.92,69.25,-0.21966386554621845
OPT,54.33,66.24,61.86,60.81,2.0212121212121215
OPTN,79.64,68.6,66.19,71.48,-0.2680975609756097
OPTT,74.14,70.3,67.31,70.58,-0.5591666666666666
OPRT,50.36,58.8,55.17,54.78,-0.566006600660066
OPTX,64.67,60.66,61.01,62.11,-0.8741784037558685
OPTXW,64.67,60.66,61.01,62.11,-0.48732394366197174
OPXS,59.95,75.13,73.78,69.62,1.0627622421547198
OPY,67.52,53.96,66.92,62.8,0.4253850493653031
ORA,71.68,65.89,62.25,66.61,0.15208673696717653
OR,80.0,78.89,71.47,76.79,0.6848897959183674
ORC,68.17,71.7,79.74,73.2,0.23292867981790594
ORAN,62.88,62.53,63.4,62.94,-0.03379549393414201
ORCL,71.7,72.85,63.11,69.22,0.6318072733985599
ORGN,52.95,61.68,57.71,57.45,0.43809523809523804
ORGNW,52.95,61.68,57.71,57.45,0.4485714285714285
ORGO,53.7,68.7,67.86,63.42,0.32832618025751076
ORGS,73.21,76.02,60.92,70.05,-0.752165948275862
ORI,34.19,49.89,57.66,47.25,0.3369525211630475
ORIC,63.84,63.88,61.06,62.93,0.7280296022201664
ORLA,35.04,74.32,78.09,62.48,0.4161764705882354
ORLY,40.0,49.35,68.22,52.52,0.35042687474259515
ORMP,53.47,73.04,59.35,61.95,0.12352380952380945
ORN,60.29,77.35,78.81,72.15,0.024647887323943764
ORRF,65.33,74.26,87.53,75.71,0.8382497541789578
OSBC,94.94,73.71,74.8,81.15,0.24132947976878613
OSCR,50.0,61.36,70.92,60.76,2.2490039840637452
OSIS,56.91,56.82,56.96,56.9,0.25513698630136983
OSK,69.17,69.1,73.58,70.62,0.18334445185679352
OSPN,65.87,60.9,74.21,66.99,0.7152245345016428
OSS,71.25,59.84,68.55,66.55,0.3349246231155778
OST,62.56,64.26,64.27,63.7,-0.4522048753766091
OSUR,50.62,62.64,49.11,54.12,-0.23644859813084107
OSW,61.03,77.03,72.25,70.1,0.7455445544554455
OTEX,46.77,55.31,64.52,55.54,0.01945525291828811
OTIS,65.1,70.26,83.77,73.04,0.35228988102852754
OTLK,51.5,71.2,72.99,65.23,-0.6106060606060606
OTLY,58.38,56.11,62.96,59.15,0.5076785714285714
OTTR,92.71,75.94,57.52,75.39,0.11263966480446945
OUST,67.21,73.04,66.7,68.98,0.9028436018957345
OTRK,97.83,82.19,72.34,84.12,-0.7847722960151803
OUT,80.63,77.53,67.33,75.16,1.0714285714285714
OVBC,71.17,66.75,65.97,67.96,-0.019975031210986285
OVID,50.36,63.2,60.04,57.87,-0.6680790960451978
OVLY,60.35,67.88,62.53,63.59,0.10448375154257519
OVV,62.92,75.58,73.05,70.52,-0.20345979948889314
OWL,70.38,72.44,73.38,72.07,0.8737174427782162
OWLT,81.02,75.89,73.89,76.93,0.4168491596527797
OXBR,58.41,55.14,59.18,57.58,0.713447563170878
OXBRW,58.41,55.14,59.18,57.58,0.49082568807339455
OXM,70.43,83.36,80.66,78.15,-0.11781514452137597
OXSQ,69.29,71.42,72.46,71.06,-0.023411371237458286
OXSQG,69.29,71.42,72.46,71.06,0.07674418604651156
OXSQZ,69.29,71.42,72.46,71.06,0.042145593869731886
OXY,66.29,83.49,65.99,71.92,-0.22923563045440856
OZ,66.88,66.03,75.96,69.62,-0.0804518528722965
OZK,66.61,68.94,73.27,69.61,0.26228813559322045
PAA,15.26,46.53,70.29,44.03,0.08586818757921434
PAAS,63.37,63.07,47.88,58.11,0.5446194225721784
PAC,58.3,65.43,65.4,63.04,0.3615752726131639
PACB,50.01,57.7,57.84,55.18,-0.7412634408602151
PACK,63.37,64.1,65.39,64.29,0.633245382585752
PAG,67.59,65.98,64.6,66.06,0.060620396026221525
PAGP,15.26,46.53,70.29,44.03,0.12638376383763836
PAGS,55.68,63.26,58.93,59.29,0.08525641025641026
PAHC,58.12,61.46,62.46,60.68,1.0186282811176968
PALI,62.74,64.14,60.43,62.44,-0.6165099268547545
PALL,62.77,74.67,75.77,71.07,-0.038949629051151846
PALT,68.85,74.2,68.84,70.63,0.4036746987951807
PAM,50.0,50.0,53.49,51.16,0.5995712243925682
PANL,63.0,65.05,69.37,65.81,0.09712837837837841
PANW,46.0,51.35,67.69,55.01,0.48184727215264894
PAR,98.01,75.44,69.51,80.99,0.6921367046401777
PARA,46.52,59.18,61.18,55.63,-0.11460101867572153
PARAA,14.05,23.58,23.82,20.48,0.47393364928909953
PARR,62.66,70.83,68.65,67.38,-0.44802207911683534
PASG,55.1,65.63,62.29,61.01,-0.10176730486008843
PATH,91.3,72.85,71.13,78.43,-0.19014962593516205
PATK,51.7,59.31,73.05,61.35,0.9858349223644784
PAVM,80.81,69.54,77.16,75.84,-0.762827286603264
PAVMZ,80.81,69.54,77.16,75.84,-0.6471111111111111
PAVS,61.41,63.38,61.68,62.16,-0.6895343680709535
PAX,60.53,64.95,64.31,63.26,-0.14903846153846145
PAY,73.93,68.36,70.91,71.07,0.7729403884795712
PAYC,99.8,68.36,62.81,76.99,-0.37842297551789084
PLTM,50.0,74.28,70.37,64.88,0.11870727159726556
PLTR,51.87,53.16,58.01,54.35,1.504396248534584
PLUG,72.99,68.97,69.0,70.32,-0.680640243902439
PLUS,79.38,68.37,68.79,72.18,0.5346941943495808
PLUR,75.13,66.92,64.18,68.74,0.216974358974359
PLX,72.84,68.95,59.97,67.25,-0.2568493150684932
PLXS,21.33,42.11,50.18,37.87,0.5274460392242797
PLYA,70.55,67.56,73.02,70.38,0.24248927038626614
PLYM,35.81,62.83,74.42,57.69,0.0778219791148683
PM,65.31,56.84,65.13,62.43,0.3271244351372202
PMCB,61.03,77.91,62.23,67.06,-0.1747572815533981
PMD,53.59,61.94,74.88,63.47,-0.12452830188679248
PMEC,59.27,60.65,60.48,60.13,-0.4748366013071896
PMN,60.13,74.12,69.21,67.82,-0.45822949398634744
PMT,99.83,99.78,83.45,94.35,0.2710407239819004
PMTS,35.46,68.29,63.52,55.76,0.5376844130853111
PMTU,99.83,99.78,83.45,94.35,0.07463917525773191
PMVP,67.93,63.83,67.72,66.49,-0.09375000000000001
PNBK,81.09,67.38,69.2,72.56,-0.7651515151515151
PNC,53.65,60.0,58.23,57.29,0.632803043403078
PNFP,84.88,84.56,88.51,85.98,0.6096403978576894
PNFPP,84.88,84.56,88.51,85.98,0.18426666666666658
PNNT,73.44,67.55,78.47,73.15,0.11599999999999994
PNR,57.46,67.56,71.3,65.44,0.5697969543147208
PNRG,69.81,72.19,73.31,71.77,0.561928981821607
PNST,70.66,74.69,59.26,68.2,-0.946255879586077
PNTG,52.81,67.25,64.48,61.51,2.1713508612873977
PNW,69.09,73.19,72.28,71.52,0.16746347941567066
POAI,54.0,51.17,60.12,55.1,-0.8386388888888888
POCI,52.88,60.94,57.05,56.96,-0.30258899676375406
PODC,63.8,68.83,62.5,65.04,-0.38235294117647056
PODD,57.65,72.73,74.18,68.19,0.6200082621867252
POET,50.0,69.35,67.64,62.33,0.37755102040816324
POLA,62.45,63.66,57.76,61.29,-0.5263157894736842
POOL,96.63,62.1,70.69,76.47,0.12982779827798288
POR,69.65,60.49,62.97,64.37,0.19457459926017265
POST,99.81,68.46,75.3,81.19,0.4134050880626223
POWI,81.02,70.51,65.75,72.43,-0.11463213006337825
POWL,61.22,61.24,55.11,59.19,2.680873734683005
POWW,53.4,67.47,64.32,61.73,-0.5303030303030303
POWWP,53.4,67.47,64.32,61.73,-0.10785886126704095
PPBI,68.65,73.13,68.56,70.11,0.2801519468186136
PPBT,58.09,63.46,63.09,61.55,-0.8657403846153846
PPC,53.53,61.72,61.15,58.8,0.8501635322976289
PPG,60.91,67.97,66.97,65.28,0.056498311082515726
PPIH,62.29,71.79,76.61,70.23,0.9790341753343237
PPL,57.07,58.13,69.55,61.59,0.3702770780856423
PPLT,62.77,80.79,75.77,73.11,0.12122992414843362
PPSI,75.13,56.67,71.33,67.71,0.04770318021201406
PPTA,74.96,73.59,61.36,69.97,1.7864864864864864
PPYA,50.0,76.67,72.41,66.36,0.03853383458646618
PPYAW,50.0,76.67,72.41,66.36,-0.1452991452991453
PR,55.38,53.99,61.8,57.06,-0.10187580853816307
PRA,47.28,47.53,54.47,49.76,-0.13153549807374806
PRAA,67.71,65.3,65.12,66.04,0.36286522148916134
PRAX,64.98,69.72,66.96,67.22,3.1319327731092432
PRCH,64.37,65.6,64.91,64.96,1.6851025869759142
PRCT,56.31,68.1,68.03,64.15,1.4675694939415536
PRDO,67.99,65.86,63.68,65.84,0.1920045045045045
PRE,66.93,66.26,66.86,66.68,-0.24040310077519383
PRENW,66.93,66.26,66.86,66.68,-0.39999999999999997
PRFX,50.0,65.25,54.08,56.44,-0.957832674571805
PRG,55.34,66.61,66.35,62.77,0.6627269612881121
PRGO,61.38,51.74,57.83,56.98,-0.15694538098449093
PRGS,50.0,78.21,69.23,65.81,0.2894839337877313
PRH,70.8,66.95,71.3,69.68,0.12468263976460701
PRI,50.84,70.58,63.72,61.71,0.36313886445812577
PRIM,82.26,65.54,65.85,71.22,1.0867109634551495
PRK,56.55,72.52,66.1,65.06,0.8510482945655575
PRKS,55.03,31.74,59.3,48.69,0.2195177956371987
PRLB,69.17,73.97,74.12,72.42,0.15411788132218246
PRLD,57.91,70.31,68.74,65.65,-0.1594827586206896
PRLH,67.23,76.01,76.71,73.32,0.04193849021435222
PRLHW,67.23,76.01,76.71,73.32,-0.3725
PRM,62.27,76.63,76.74,71.88,3.25796178343949
PRME,56.21,57.34,59.58,57.71,-0.42493224932249324
PRMW,63.66,73.84,61.1,66.2,1.0476900149031296
PRO,56.96,69.25,67.27,64.49,-0.41959499702203695
PROC,68.53,79.58,66.74,71.62,-0.16736401673640172
PROF,50.0,77.02,53.07,60.03,-0.1538876889848812
PROK,64.06,76.84,73.99,71.63,-0.1156462585034014
PROCW,68.53,79.58,66.74,71.62,-0.4545454545454546
PROV,59.72,64.97,57.51,60.73,0.2050970873786408
PRPH,67.86,67.95,64.12,66.64,-0.47671840354767187
PRPL,82.69,69.12,70.93,74.25,-0.31746268656716425
PRPO,63.76,57.27,58.48,59.84,0.0015119986826150754
PRQR,44.59,70.14,67.71,60.81,2.1185185185185182
PRS,70.8,66.95,71.3,69.68,0.12294404973357012
PRSO,70.23,68.0,68.41,68.88,-0.7365625
PRT,84.26,85.99,82.03,84.09,-0.3543689320388349
PRTC,69.34,69.71,68.41,69.15,0.0391805377720871
PRTG,63.59,66.79,63.81,64.73,-0.8499976415094339
PRTA,51.8,63.77,61.97,59.18,-0.6181614349775785
PRTH,79.77,66.35,72.07,72.73,1.0383809523809524
PRTS,78.91,79.65,74.91,77.82,-0.7849586776859505
PRU,64.64,67.69,62.69,65.01,0.3613463393718511
PRVA,62.48,72.21,70.16,68.28,-0.21822125813449028
PRZO,85.83,50.36,72.98,69.72,-0.6869158878504673
PSA,50.47,53.73,54.7,52.97,0.335357833655706
PSEC,56.27,71.66,64.44,64.12,-0.09176672384219556
PSFE,58.48,59.96,58.53,58.99,1.0906618313689938
PSHG,53.91,75.25,75.59,68.25,-0.03571428571428575
PSMT,65.21,67.72,68.55,67.16,0.2777321281840592
PSN,75.98,68.56,70.66,71.73,0.8631969618505093
PSNL,58.9,55.53,53.86,56.1,3.473644859813084
PSNY,66.52,56.89,62.25,61.89,-0.49598393574297195
PSNYW,66.52,56.89,62.25,61.89,-0.41239602897773003
PSO,57.78,71.19,61.68,63.55,0.2353747714808045
PSQH,76.8,73.19,74.61,74.87,-0.538017094017094
PSTG,61.64,54.98,54.73,57.12,0.6879432624113473
PSTL,70.92,77.65,73.11,73.89,0.09619686800894849
PSTV,64.94,76.76,72.91,71.54,0.23504273504273518
PSTX,60.44,67.06,61.55,63.02,0.05907172995780577
PSX,44.53,62.08,62.93,56.51,0.14584599357583133
PT,60.55,64.05,64.53,63.04,-0.1678070175438596
PTC,56.85,57.11,77.01,63.66,0.31991225587319566
PTCT,59.35,73.31,75.63,69.43,0.6476453118370811
PTEN,80.88,79.15,90.75,83.59,-0.43803724928366766
PTGX,51.6,68.38,61.08,60.35,2.256419153365718
PTIX,68.32,66.95,64.93,66.73,-0.3878409090909091
PTIXW,68.32,66.95,64.93,66.73,-0.6785714285714287
PTLO,56.64,63.52,64.72,61.63,-0.17756064690026954
PTMN,74.63,78.1,77.69,76.81,0.006589785831960321
PTN,58.27,63.21,60.53,60.67,-0.5285377358490566
PTON,60.46,68.41,61.79,63.55,0.220250521920668
PTPI,55.74,70.0,59.12,61.62,-0.8025933810721889
PTSI,62.49,62.13,59.85,61.49,-0.058409951325040475
PTVE,57.91,53.12,63.18,58.07,0.5168539325842697
PUBM,67.63,61.69,65.59,64.97,0.264291632145816
PUK,51.65,65.96,57.86,58.49,-0.15283109404990397
PULM,62.56,63.07,67.63,64.42,0.04625878250166667
PUMP,48.19,66.45,67.39,60.68,-0.2751615881809788
PVBC,67.71,66.1,71.83,68.55,0.1648060344827587
PVH,57.58,71.35,65.8,64.91,0.35890151515151514
PVL,72.52,87.97,79.7,80.06,-0.29646017699115035
PW,68.33,72.48,69.82,70.21,0.6721428571428574
PWM,61.58,66.03,71.06,66.22,-0.6175115207373272
PWOD,66.94,68.51,78.31,71.25,0.2119565217391304
PWP,79.51,74.17,76.19,76.62,1.3411264612114773
PWR,50.76,48.95,58.27,52.66,0.8468649994073721
PWUP,78.72,80.41,72.0,77.04,0.0908296943231442
PWUPU,78.72,80.41,72.0,77.04,0.19184430027803526
PWUPW,78.72,80.41,72.0,77.04,-0.6347826086956522
PX,71.41,75.75,82.07,76.41,0.14721074380165297
PXLW,47.13,59.51,54.94,53.86,-0.29133858267716534
PXS,55.18,54.46,55.35,55.0,0.29150395778364113
PXSAW,58.46,61.22,65.82,61.83,-0.24771628156904893
PXSAP,58.46,61.22,65.82,61.83,0.0675213675213676
PYCR,80.14,74.52,72.77,75.81,-0.4239350912778905
PYPD,97.8,56.62,70.48,74.97,-0.11139896373056987
PYPL,49.21,56.55,61.65,55.8,0.4698047801496077
PYXS,48.0,57.31,57.45,54.25,1.031609195402299
PZG,60.82,63.89,68.43,64.38,0.331009396786905
PZZA,78.15,74.72,74.12,75.66,-0.18216061473557335
QBTS,39.3,66.75,68.1,58.05,0.42129574795688723
QCOM,62.62,71.64,66.58,66.94,0.5314521926671458
QCRH,74.07,73.54,72.16,73.26,0.6714995857497928
QDEL,50.0,74.06,70.13,64.73,-0.41459048187378783
QD,60.19,61.33,63.44,61.65,0.1439790575916231
QFIN,60.9,63.13,64.43,62.82,1.3174157303370786
QGEN,53.41,56.73,55.34,55.16,0.13912579957356072
QH,63.01,62.68,65.57,63.75,0.0857142857142858
QIPT,69.09,61.54,63.56,64.73,-0.35620915032679734
QLGN,42.35,71.07,60.48,57.97,-0.8033927978934438
QLYS,61.46,56.28,63.38,60.37,-0.2281929053426608
QMCO,68.95,75.76,58.38,67.7,-0.6374501992031871
